indicator_id,indicator_name,domain_id,domain,agency_city_id,agency_name,dimension_category_id,dimension_category,dimension_id,dimension,industry,interval,period,unit,value
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,203,Black Male,Goods,Fiscal Year,2019,pct,5.0107
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,234,Hispanic Female,Professional Services,Fiscal Year,2019,pct,0.7288
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,234,Hispanic Female,Total,Fiscal Year,2019,pct,26.5825
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,234,Hispanic Female,Goods,Fiscal Year,2019,pct,0.4267
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,234,Hispanic Female,Construction Services,Fiscal Year,2019,pct,0
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,234,Hispanic Female,Standardized Services,Fiscal Year,2019,pct,60.4453
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,235,Hispanic Male,Construction Services,Fiscal Year,2019,pct,30.7706
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,235,Hispanic Male,Professional Services,Fiscal Year,2019,pct,41.74
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,235,Hispanic Male,Total,Fiscal Year,2019,pct,16.8449
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,235,Hispanic Male,Goods,Fiscal Year,2019,pct,5.9425
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,235,Hispanic Male,Standardized Services,Fiscal Year,2019,pct,0.8143
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,437,White Female,Goods,Fiscal Year,2019,pct,25.0807
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,437,White Female,Standardized Services,Fiscal Year,2019,pct,4.1467
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,437,White Female,Total,Fiscal Year,2019,pct,7.4885
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,437,White Female,Professional Services,Fiscal Year,2019,pct,1.865
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,437,White Female,Construction Services,Fiscal Year,2019,pct,10.2569
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,73,Asian Female,Standardized Services,Fiscal Year,2019,pct,0.0129
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,73,Asian Female,Professional Services,Fiscal Year,2019,pct,0.4196
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,73,Asian Female,Construction Services,Fiscal Year,2019,pct,0
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,73,Asian Female,Total,Fiscal Year,2019,pct,1.8942
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,73,Asian Female,Goods,Fiscal Year,2019,pct,8.792
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,74,Asian Male,Standardized Services,Fiscal Year,2019,pct,1.265
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,74,Asian Male,Construction Services,Fiscal Year,2019,pct,49.819
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,74,Asian Male,Total,Fiscal Year,2019,pct,2.6474
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,74,Asian Male,Professional Services,Fiscal Year,2019,pct,1.1413
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,816,NYC  Department of Health and Mental Hygiene (DOHMH),27,Race_Ethnicity_Gender,74,Asian Male,Goods,Fiscal Year,2019,pct,7.0847
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),12,Gender,228,Female/Woman,Goods,Fiscal Year,2019,pct,52.8062
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),12,Gender,228,Female/Woman,Professional Services,Fiscal Year,2019,pct,0
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),12,Gender,228,Female/Woman,Standardized Services,Fiscal Year,2019,pct,6.4455
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),12,Gender,228,Female/Woman,Total,Fiscal Year,2019,pct,11.5961
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),12,Gender,283,Male/Man,Standardized Services,Fiscal Year,2019,pct,4.0516
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),12,Gender,283,Male/Man,Goods,Fiscal Year,2019,pct,26.674
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),12,Gender,283,Male/Man,Total,Fiscal Year,2019,pct,17.4103
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),12,Gender,283,Male/Man,Professional Services,Fiscal Year,2019,pct,22.4519
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),15,M/WBE,423,Total M/WBE,Total,Fiscal Year,2019,pct,29.0064
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),15,M/WBE,423,Total M/WBE,Goods,Fiscal Year,2019,pct,79.4802
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),15,M/WBE,423,Total M/WBE,Professional Services,Fiscal Year,2019,pct,22.4519
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),15,M/WBE,423,Total M/WBE,Standardized Services,Fiscal Year,2019,pct,10.4971
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),15,M/WBE,442,non-certified,Goods,Fiscal Year,2019,pct,20.5198
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),15,M/WBE,442,non-certified,Standardized Services,Fiscal Year,2019,pct,89.5029
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),15,M/WBE,442,non-certified,Total,Fiscal Year,2019,pct,70.9936
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),15,M/WBE,442,non-certified,Professional Services,Fiscal Year,2019,pct,77.5481
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),23,Race_Ethnicity,208,Black/African American/African,Professional Services,Fiscal Year,2019,pct,0
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),23,Race_Ethnicity,208,Black/African American/African,Total,Fiscal Year,2019,pct,2.4998
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),23,Race_Ethnicity,208,Black/African American/African,Goods,Fiscal Year,2019,pct,13.024
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),23,Race_Ethnicity,208,Black/African American/African,Standardized Services,Fiscal Year,2019,pct,0.448
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),23,Race_Ethnicity,238,Hispanic or Latinx,Goods,Fiscal Year,2019,pct,3.2308
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),23,Race_Ethnicity,238,Hispanic or Latinx,Professional Services,Fiscal Year,2019,pct,0
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),23,Race_Ethnicity,238,Hispanic or Latinx,Standardized Services,Fiscal Year,2019,pct,0.0812
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),23,Race_Ethnicity,238,Hispanic or Latinx,Total,Fiscal Year,2019,pct,0.6107
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),23,Race_Ethnicity,436,White,Goods,Fiscal Year,2019,pct,36.3828
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),23,Race_Ethnicity,436,White,Total,Fiscal Year,2019,pct,8.561
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),23,Race_Ethnicity,436,White,Professional Services,Fiscal Year,2019,pct,0
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),23,Race_Ethnicity,436,White,Standardized Services,Fiscal Year,2019,pct,6.252
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),23,Race_Ethnicity,72,Asian,Standardized Services,Fiscal Year,2019,pct,3.7159
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),23,Race_Ethnicity,72,Asian,Professional Services,Fiscal Year,2019,pct,22.4519
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),23,Race_Ethnicity,72,Asian,Total,Fiscal Year,2019,pct,17.335
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),23,Race_Ethnicity,72,Asian,Goods,Fiscal Year,2019,pct,26.8426
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,202,Black Female,Standardized Services,Fiscal Year,2019,pct,0
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,202,Black Female,Total,Fiscal Year,2019,pct,0.1874
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,202,Black Female,Professional Services,Fiscal Year,2019,pct,0
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,202,Black Female,Goods,Fiscal Year,2019,pct,1.0351
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,203,Black Male,Goods,Fiscal Year,2019,pct,11.9889
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,203,Black Male,Professional Services,Fiscal Year,2019,pct,0
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,203,Black Male,Total,Fiscal Year,2019,pct,2.3123
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,203,Black Male,Standardized Services,Fiscal Year,2019,pct,0.448
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,234,Hispanic Female,Professional Services,Fiscal Year,2019,pct,0
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,234,Hispanic Female,Total,Fiscal Year,2019,pct,0
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,234,Hispanic Female,Goods,Fiscal Year,2019,pct,0
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,234,Hispanic Female,Standardized Services,Fiscal Year,2019,pct,0
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,235,Hispanic Male,Standardized Services,Fiscal Year,2019,pct,0.0812
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,235,Hispanic Male,Total,Fiscal Year,2019,pct,0.6107
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,235,Hispanic Male,Goods,Fiscal Year,2019,pct,3.2308
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,235,Hispanic Male,Professional Services,Fiscal Year,2019,pct,0
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,437,White Female,Total,Fiscal Year,2019,pct,8.561
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,437,White Female,Professional Services,Fiscal Year,2019,pct,0
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,437,White Female,Goods,Fiscal Year,2019,pct,36.3828
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,437,White Female,Standardized Services,Fiscal Year,2019,pct,6.252
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,73,Asian Female,Standardized Services,Fiscal Year,2019,pct,0.1935
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,73,Asian Female,Goods,Fiscal Year,2019,pct,15.3883
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,73,Asian Female,Professional Services,Fiscal Year,2019,pct,0
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,73,Asian Female,Total,Fiscal Year,2019,pct,2.8476
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,74,Asian Male,Professional Services,Fiscal Year,2019,pct,22.4519
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,74,Asian Male,Goods,Fiscal Year,2019,pct,11.4544
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,74,Asian Male,Standardized Services,Fiscal Year,2019,pct,3.5224
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,820,NYC  Office of Administrative Trials and Hearing (OATH),27,Race_Ethnicity_Gender,74,Asian Male,Total,Fiscal Year,2019,pct,14.4874
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),12,Gender,228,Female/Woman,Construction Services,Fiscal Year,2019,pct,10.855
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),12,Gender,228,Female/Woman,Total,Fiscal Year,2019,pct,6.6689
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),12,Gender,228,Female/Woman,Goods,Fiscal Year,2019,pct,56.8329
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),12,Gender,228,Female/Woman,Standardized Services,Fiscal Year,2019,pct,6.9637
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),12,Gender,228,Female/Woman,Professional Services,Fiscal Year,2019,pct,0.206
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),12,Gender,283,Male/Man,Construction Services,Fiscal Year,2019,pct,9.9716
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),12,Gender,283,Male/Man,Standardized Services,Fiscal Year,2019,pct,2.7669
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),12,Gender,283,Male/Man,Professional Services,Fiscal Year,2019,pct,6.2795
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),12,Gender,283,Male/Man,Total,Fiscal Year,2019,pct,7.6398
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),12,Gender,283,Male/Man,Goods,Fiscal Year,2019,pct,18.8023
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),15,M/WBE,423,Total M/WBE,Goods,Fiscal Year,2019,pct,75.6352
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),15,M/WBE,423,Total M/WBE,Total,Fiscal Year,2019,pct,14.3087
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),15,M/WBE,423,Total M/WBE,Standardized Services,Fiscal Year,2019,pct,9.7306
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),15,M/WBE,423,Total M/WBE,Construction Services,Fiscal Year,2019,pct,20.8266
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),15,M/WBE,423,Total M/WBE,Professional Services,Fiscal Year,2019,pct,6.4855
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),15,M/WBE,442,non-certified,Professional Services,Fiscal Year,2019,pct,93.5145
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),15,M/WBE,442,non-certified,Construction Services,Fiscal Year,2019,pct,79.1734
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),15,M/WBE,442,non-certified,Goods,Fiscal Year,2019,pct,24.3648
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),15,M/WBE,442,non-certified,Total,Fiscal Year,2019,pct,85.6913
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),15,M/WBE,442,non-certified,Standardized Services,Fiscal Year,2019,pct,90.2694
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),23,Race_Ethnicity,208,Black/African American/African,Professional Services,Fiscal Year,2019,pct,0.0577
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),23,Race_Ethnicity,208,Black/African American/African,Construction Services,Fiscal Year,2019,pct,5.7376
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),23,Race_Ethnicity,208,Black/African American/African,Goods,Fiscal Year,2019,pct,5.948
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),23,Race_Ethnicity,208,Black/African American/African,Standardized Services,Fiscal Year,2019,pct,0.7365
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),23,Race_Ethnicity,208,Black/African American/African,Total,Fiscal Year,2019,pct,2.4573
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),23,Race_Ethnicity,238,Hispanic or Latinx,Professional Services,Fiscal Year,2019,pct,2.1651
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),23,Race_Ethnicity,238,Hispanic or Latinx,Total,Fiscal Year,2019,pct,1.5154
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),23,Race_Ethnicity,238,Hispanic or Latinx,Standardized Services,Fiscal Year,2019,pct,1.5615
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),23,Race_Ethnicity,238,Hispanic or Latinx,Construction Services,Fiscal Year,2019,pct,0
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),23,Race_Ethnicity,238,Hispanic or Latinx,Goods,Fiscal Year,2019,pct,10.3273
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),23,Race_Ethnicity,436,White,Standardized Services,Fiscal Year,2019,pct,6.3768
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),23,Race_Ethnicity,436,White,Construction Services,Fiscal Year,2019,pct,10.855
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),23,Race_Ethnicity,436,White,Professional Services,Fiscal Year,2019,pct,0.1581
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),23,Race_Ethnicity,436,White,Goods,Fiscal Year,2019,pct,50.5284
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),23,Race_Ethnicity,436,White,Total,Fiscal Year,2019,pct,6.3942
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),23,Race_Ethnicity,72,Asian,Standardized Services,Fiscal Year,2019,pct,1.0558
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),23,Race_Ethnicity,72,Asian,Total,Fiscal Year,2019,pct,3.9418
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),23,Race_Ethnicity,72,Asian,Professional Services,Fiscal Year,2019,pct,4.1046
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),23,Race_Ethnicity,72,Asian,Goods,Fiscal Year,2019,pct,8.8315
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),23,Race_Ethnicity,72,Asian,Construction Services,Fiscal Year,2019,pct,4.234
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),27,Race_Ethnicity_Gender,202,Black Female,Standardized Services,Fiscal Year,2019,pct,0.1447
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),27,Race_Ethnicity_Gender,202,Black Female,Professional Services,Fiscal Year,2019,pct,0.0479
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),27,Race_Ethnicity_Gender,202,Black Female,Goods,Fiscal Year,2019,pct,2.2782
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),27,Race_Ethnicity_Gender,202,Black Female,Total,Fiscal Year,2019,pct,0.1061
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),27,Race_Ethnicity_Gender,202,Black Female,Construction Services,Fiscal Year,2019,pct,0
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),27,Race_Ethnicity_Gender,203,Black Male,Construction Services,Fiscal Year,2019,pct,5.7376
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),27,Race_Ethnicity_Gender,203,Black Male,Professional Services,Fiscal Year,2019,pct,0.0098
11,City M/WBE Contract Utilization Rate (amount),5,Economic Security & Mobility,826,NYC  Department of Environmental Protection (DEP),27,Race_Ethnicity_Gender,203,Black Male,Total,Fiscal Year,2019,pct,2.3512
